Gene	Panel
APTX	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
APTX	sub_RefSeq_-20+10_FE_ChromsomeBreakage_v1
APTX	sub_RefSeq_-20+10_FE_ChromsomeBreakage+EHMT1_v1
ARHGAP24	FE_SRNS_SureSelect_hg19_coverage
ARHGAP24	SRNS_new
ARHGAP24	SRNS_V5
ARHGDIA	FE_SRNS_SureSelect_hg19_coverage
ARHGDIA	SRNS_new
ARHGDIA	SRNS_V5
ARHGEF10	IPN_All_ROIs_Regions_forCoverageBed
ARHGEF10	FE_IPN_SureSelect_hg19_coverage
ARHGEF10	IPN_SureSelect_V1_Regions_forCoverageBed
ARHGEF10	IPN-Ext_QXT
ARHGEF10	IPN-Ext_QXT_hg19_coverage
ARHGEF10	IPN-Ext_QXT_hg19_coverage_overlap
ARHGEF10	sub_RefSeq_-20+10_FE_IPNClone+AIFM1_v1
ARHGEF9	sub_RefSeq_-20+10_FE_adHoc_Hyperekplexia_Overgrowth_COL4A1_COL4A2_PHOX2B_v1
ARHGEF9	sub_RefSeq_-20+10_FE_Epilepsy_GOS_EIEE_72geneClone_Microcephaly_v1
ARHGEF9	sub_RefSeq_-20+10_FE_Hyperekplexia_v1
ARID1A	sub_RefSeq_-20+10_FE_adHoc_CoffinSiris_EHMT1_v1
ARID1A	sub_RefSeq_-20+10_FE_adHoc_CoffinSiris_Overgrowth_v1_ForCovAssessmentONLY
ARID1A	sub_RefSeq_-20+10_FE_adHoc_Noonan_CdLS_ddx_Koolen_de_Vries_Kleefstra
ARID1A	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
ARID1A	sub_RefSeq_-20+10_FE_CdL_and_Differentials_MICROCEPHALY_v1
ARID1A	sub_RefSeq_-20+10_FE_CdL_and_Differentials_v1
ARID1A	sub_RefSeq_-20+10_FE_CdL_and_Differentials+NRXN1_v1
ARID1A	sub_RefSeq_-20+10_FE_CDL-CoffinSiris_v1
ARID1A	sub_RefSeq_-20+10_FE_CoffinSiris
ARID1A	sub_RefSeq_-20+10_FE_CoffinSiris_v2
ARID1B	sub_RefSeq_-20+10_FE_adHoc_CoffinSiris_EHMT1_v1
ARID1B	sub_RefSeq_-20+10_FE_adHoc_CoffinSiris_Overgrowth_v1_ForCovAssessmentONLY
ARID1B	sub_RefSeq_-20+10_FE_adHoc_EHMT1-SETBP1-SMARCA2-ARID1B_v1
ARID1B	sub_RefSeq_-20+10_FE_adHoc_Noonan_CdLS_ddx_Koolen_de_Vries_Kleefstra
ARID1B	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
ARID1B	sub_RefSeq_-20+10_FE_CdL_and_Differentials_MICROCEPHALY_v1
ARID1B	sub_RefSeq_-20+10_FE_CdL_and_Differentials_v1
ARID1B	sub_RefSeq_-20+10_FE_CdL_and_Differentials+NRXN1_v1
ARID1B	sub_RefSeq_-20+10_FE_CDL-CoffinSiris_v1
ARID1B	sub_RefSeq_-20+10_FE_CoffinSiris
ARID1B	sub_RefSeq_-20+10_FE_CoffinSiris_v2
ARX	sub_RefSeq_-20+10_FE_Epilepsy_GOS_EIEE_72geneClone_Microcephaly_v1
ASPM	Breakage_fixedPOLH
ASPM	CBD_SURESELECT
ASPM	combined
ASPM	FE_Breakage_SureSelect_hg19_coverage
ASPM	sub_RefSeq_-20+10_FE_adHoc_MicrocephalyPanel+Kabuki_v1
ASPM	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
ASPM	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
ASPM	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
ASPM	sub_RefSeq_-20+10_FE_CdL_and_Differentials_MICROCEPHALY_v1
ASPM	sub_RefSeq_-20+10_FE_ChromsomeBreakage_v1
ASPM	sub_RefSeq_-20+10_FE_ChromsomeBreakage+EHMT1_v1
ASPM	sub_RefSeq_-20+10_FE_Epilepsy_GOS_EIEE_72geneClone_Microcephaly_v1
ASPM	sub_RefSeq_-20+10_FE_Microcephaly_v1
ASPM	sub_RefSeq_-20+10_FE_Pontocerebellar_hypoplasia_v1
ASXL1	sub_RefSeq_-20+10_FE_adHoc_FE_adHoc_RTS_Kabuki_BO_SchinzelGideon_v1
ASXL1	sub_RefSeq_-20+10_FE_adHoc_Noonan_CdLS_ddx_Koolen_de_Vries_Kleefstra
ASXL1	sub_RefSeq_-20+10_FE_BohringOpitz_v1
ASXL1	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
ASXL1	sub_RefSeq_-20+10_FE_CdL_and_Differentials_MICROCEPHALY_v1
ASXL1	sub_RefSeq_-20+10_FE_CdL_and_Differentials_v1
ASXL1	sub_RefSeq_-20+10_FE_CdL_and_Differentials+NRXN1_v1
ASXL3	sub_RefSeq_-20+10_FE_adHoc_FE_adHoc_RTS_Kabuki_BO_SchinzelGideon_v1
ASXL3	sub_RefSeq_-20+10_FE_adHoc_Noonan_CdLS_ddx_Koolen_de_Vries_Kleefstra
ASXL3	sub_RefSeq_-20+10_FE_BohringOpitz_v1
ASXL3	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
ASXL3	sub_RefSeq_-20+10_FE_CdL_and_Differentials_MICROCEPHALY_v1
ASXL3	sub_RefSeq_-20+10_FE_CdL_and_Differentials_v1
ASXL3	sub_RefSeq_-20+10_FE_CdL_and_Differentials+NRXN1_v1
ATL1	IPN_All_ROIs_Regions_forCoverageBed
ATL1	FE_IPN_SureSelect_hg19_coverage
ATL1	IPN_SureSelect_V1_Regions_forCoverageBed
ATL1	IPN-Ext_QXT
ATL1	IPN-Ext_QXT_hg19_coverage
ATL1	IPN-Ext_QXT_hg19_coverage_overlap
ATL1	sub_RefSeq_-20+10_FE_IPNClone+AIFM1_v1
ATL3	IPN-Ext_QXT
ATL3	IPN-Ext_QXT_hg19_coverage
ATL3	IPN-Ext_QXT_hg19_coverage_newbits
ATM	ATM_SURESELECT
ATM	Breakage_fixedPOLH
ATM	CBD_SURESELECT
ATM	combined
ATM	FE_Breakage_SureSelect_hg19_coverage
ATM	KR_TSC_flank20
ATM	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
ATM	sub_RefSeq_-20+10_FE_ChromsomeBreakage_v1
ATM	sub_RefSeq_-20+10_FE_ChromsomeBreakage+EHMT1_v1
ATM	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
ATM	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
ATP1A3	sub_RefSeq_-20+10_FE_Epilepsy_GOS_EIEE_72geneClone_Microcephaly_v1
ATP2B2	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
ATP5E	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
ATP5E	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
ATP5E	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
ATP5E	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
ATP5E	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
ATP5E	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
ATP5E	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
ATP5E	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
ATP5E	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
ATP5E	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
ATP6V0A2	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v1
ATP6V0A2	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v2
ATP6V0A2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
ATP6V0A2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
ATP6V0A2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
ATP6V0A2	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
ATP6V0A2	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
ATP6V0A2	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+DA_v1
ATP6V0A2	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+Stickler_v1
ATP6V0A2	sub_RefSeq_-20+10_FE_ConnTissue_v1
ATP7A	IPN_All_ROIs_Regions_forCoverageBed
ATP7A	FE_IPN_SureSelect_hg19_coverage
ATP7A	IPN_SureSelect_V1_Regions_forCoverageBed
ATP7A	IPN-Ext_QXT
ATP7A	IPN-Ext_QXT_hg19_coverage
ATP7A	IPN-Ext_QXT_hg19_coverage_overlap
ATP7A	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v1
ATP7A	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v2
ATP7A	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
ATP7A	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
ATP7A	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
ATP7A	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
ATP7A	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
ATP7A	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+DA_v1
ATP7A	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+Stickler_v1
ATP7A	sub_RefSeq_-20+10_FE_ConnTissue_v1
ATP7A	sub_RefSeq_-20+10_FE_IPNClone+AIFM1_v1
ATR	Breakage_fixedPOLH
ATR	CBD_SURESELECT
ATR	combined
ATR	FE_Breakage_SureSelect_hg19_coverage
ATR	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
ATR	sub_RefSeq_-20+10_FE_ChromsomeBreakage_v1
ATR	sub_RefSeq_-20+10_FE_ChromsomeBreakage+EHMT1_v1
ATR	sub_RefSeq_-20+10_FE_Pontocerebellar_hypoplasia_v1
ATRX	sub_RefSeq_-20+10_FE_Epilepsy_GOS_EIEE_72geneClone_Microcephaly_v1
B3GALT6	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v1
B3GALT6	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v2
B3GALT6	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
B3GALT6	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
B3GALT6	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
B3GALT6	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
B3GALT6	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
B3GALT6	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+DA_v1
B3GALT6	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+Stickler_v1
B3GALT6	sub_RefSeq_-20+10_FE_ConnTissue_v1
B4GALT7	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v1
B4GALT7	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v2
B4GALT7	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
B4GALT7	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
B4GALT7	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
B4GALT7	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
B4GALT7	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
B4GALT7	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+DA_v1
B4GALT7	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+Stickler_v1
B4GALT7	sub_RefSeq_-20+10_FE_ConnTissue_v1
BAG3	Cardiac_SureSelect_All_Regions_forCoverageBed
BAG3	FE_Cardiac_SureSelect_hg19_coverage
BAG3	FE_CHD_SureSelect_hg19_coverage
BAG3	FE_IPN_SureSelect_hg19_coverage
BAG3	HTG-20+10_hg19
BAG3	IPN-Ext_QXT
BAG3	IPN-Ext_QXT_hg19_coverage
BAG3	IPN-Ext_QXT_hg19_coverage_overlap
BAG3	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
BAG3	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
BAG3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
BAG3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
BAG3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
BAG3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
BAG3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
BAG3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
BAG3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
BAG3	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
BAG3	sub_RefSeq_-20+10_FE_IPNClone+AIFM1_v1
BAP1	KR_TSC_flank20
BDP1	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
BICD2	IPN-Ext_QXT
BICD2	IPN-Ext_QXT_hg19_coverage
BICD2	IPN-Ext_QXT_hg19_coverage_newbits
BICD2	sub_RefSeq_-20+10_FE_IPN_extended_v1
BLM	Breakage_fixedPOLH
BLM	CBD_SURESELECT
BLM	combined
BLM	KR_TSC_flank20
BLM	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
BLM	sub_RefSeq_-20+10_FE_ChromsomeBreakage_v1
BLM	sub_RefSeq_-20+10_FE_ChromsomeBreakage+EHMT1_v1
BLNK	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
BLNK	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
BMPR1A	KR_TSC_flank20
BMPR1B	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
BMPR1B	sub_RefSeq_-20+10_FE_Cardiac_PulmonaryHypertension_v1
BMPR2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
BMPR2	sub_RefSeq_-20+10_FE_Cardiac_PulmonaryHypertension_v1
BRAF	Cardiac_SureSelect_All_Regions_forCoverageBed
BRAF	FE_Cardiac_SureSelect_hg19_coverage
BRAF	FE_CHD_SureSelect_hg19_coverage
BRAF	sub_RefSeq_-20+10_FE_adHoc_Noonan_CdLS_ddx_Koolen_de_Vries_Kleefstra
BRAF	sub_RefSeq_-20+10_FE_adHoc_Noonan_Wiedemann-Steiner_v1
BRAF	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
BRAF	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
BRAF	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
BRAF	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
BRAF	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
BRAF	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
BRAF	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
BRAF	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
BRAF	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
BRAF	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
BRAF	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
BRAF	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
BRAF	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
BRCA1	BRCA_ONLY_KR
BRCA1	KR_TSC_flank20
BRCA1	sub_RefSeq_-20+10_FE_BRCA1_v1
BRCA2	BRCA_ONLY_KR
BRCA2	Breakage_fixedPOLH
BRCA2	CBD_SURESELECT
BRCA2	combined
BRCA2	FANC_SURESELECT
BRCA2	FE_Breakage_SureSelect_hg19_coverage
BRCA2	IBMFS_SURESELECT
BRCA2	KR_TSC_flank20
BRCA2	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
BRCA2	sub_RefSeq_-20+10_FE_ChromsomeBreakage_v1
BRCA2	sub_RefSeq_-20+10_FE_ChromsomeBreakage+EHMT1_v1
BRCA2	sub_RefSeq_-20+10_FE_IBMFS
BRIP1	Breakage_fixedPOLH
BRIP1	CBD_SURESELECT
BRIP1	combined
BRIP1	FANC_SURESELECT
BRIP1	FE_Breakage_SureSelect_hg19_coverage
BRIP1	IBMFS_SURESELECT
BRIP1	KR_TSC_flank20
BRIP1	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
BRIP1	sub_RefSeq_-20+10_FE_ChromsomeBreakage_v1
BRIP1	sub_RefSeq_-20+10_FE_ChromsomeBreakage+EHMT1_v1
BRIP1	sub_RefSeq_-20+10_FE_IBMFS
BSCL2	IPN_All_ROIs_Regions_forCoverageBed
BSCL2	FE_IPN_SureSelect_hg19_coverage
BSCL2	HTG-20+10_hg19
BSCL2	IPN_SureSelect_V1_Regions_forCoverageBed
BSCL2	IPN-Ext_QXT
BSCL2	IPN-Ext_QXT_hg19_coverage
BSCL2	IPN-Ext_QXT_hg19_coverage_overlap
BSCL2	sub_RefSeq_-20+10_FE_IPNClone+AIFM1_v1
BSND	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
BTK	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
BTK	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
BUB1B	KR_TSC_flank20
BUB1B	sub_RefSeq_-20+10_FE_Pontocerebellar_hypoplasia_v1
C1QB	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
C1QB	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
C1R	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
C1R	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
C1S	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
C1S	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
C2	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
C2	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
C3	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
C3	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
C5	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
C5	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
CA2	FE_OP_SureSelect_hg19_coverage
CA2	sub_RefSeq_-20+10_FE_OP_clone_v1
CA2	sub_RefSeq_-20+10_FE_OP_clone_v1_covonly
CA2	sub_RefSeq_-20+10_FE_OP-Clone+Osteosclerosis_v1
CA2	sub_RefSeq_-20+10_FE_OP-Clone+Osteosclerosis_v1_covonly
CABP2	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
CACNA1C	FE_CHD_SureSelect_hg19_coverage
CACNA1C	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
CACNA1C	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
CACNA1C	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_LQTonly_v1
CACNA1C	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_v1
CACNA1C	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
CACNA1C	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
CACNA1C	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
CACNA2D1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
CACNA2D1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
CACNA2D1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_v1
CACNA2D1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
CACNA2D1	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
CACNB2	FE_CHD_SureSelect_hg19_coverage
CACNB2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
CACNB2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
CACNB2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_v1
CACNB2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
CACNB2	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
CALM1	FE_CHD_SureSelect_hg19_coverage
CALM1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
CALM1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
CALM1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_LQTonly_v1
CALM1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_v1
CALM1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
CALM1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
CALM1	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
CALR3	FE_CHD_SureSelect_hg19_coverage
CALR3	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
CALR3	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
CALR3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
CALR3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
CALR3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
CALR3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
CALR3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
CALR3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
CALR3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
CALR3	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
CAPN3	HTG-20+10_hg19
CARD11	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
CARD11	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
CARD14	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
CARD14	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
CASC5	Breakage_fixedPOLH
CASC5	CBD_SURESELECT
CASC5	combined
CASC5	sub_RefSeq_-20+10_FE_adHoc_MicrocephalyPanel+Kabuki_v1
CASC5	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
CASC5	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
CASC5	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
CASC5	sub_RefSeq_-20+10_FE_CdL_and_Differentials_MICROCEPHALY_v1
CASC5	sub_RefSeq_-20+10_FE_ChromsomeBreakage_v1
CASC5	sub_RefSeq_-20+10_FE_ChromsomeBreakage+EHMT1_v1
CASC5	sub_RefSeq_-20+10_FE_Epilepsy_GOS_EIEE_72geneClone_Microcephaly_v1
CASC5	sub_RefSeq_-20+10_FE_Microcephaly_v1
CASC5	sub_RefSeq_-20+10_FE_Pontocerebellar_hypoplasia_v1
CASK	sub_RefSeq_-20+10_FE_Pontocerebellar_hypoplasia_v1
CASQ2	FE_CHD_SureSelect_hg19_coverage
CASQ2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
CASQ2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
CASQ2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_v1
CASQ2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
CASQ2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
CASQ2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
CASQ2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
CASQ2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
CASQ2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
CASQ2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
CASQ2	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
CASR	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
CAV1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
CAV1	sub_RefSeq_-20+10_FE_Cardiac_PulmonaryHypertension_v1
CAV3	FE_CHD_SureSelect_hg19_coverage
CAV3	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
CAV3	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
CAV3	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_LQTonly_v1
CAV3	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_v1
CAV3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
CAV3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
CAV3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
CAV3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
CAV3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
CAV3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
CAV3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
CAV3	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
CBL	FE_CHD_SureSelect_hg19_coverage
CBL	sub_RefSeq_-20+10_FE_adHoc_Noonan_CdLS_ddx_Koolen_de_Vries_Kleefstra
